timestamp,open,high,low,close,volume,funding_rate,open_interest,bid_price,ask_price,bid_size,ask_size,taker_buy_volume,taker_sell_volume
2026-01-01 00:00:00+00:00,90001.83876861424,90012.18700533331,89996.58008983462,90001.83876861424,18.019779980817546,0.0001,9992.621724856477,89992.83858473737,90010.8389524911,14.290067449386209,23.729320649177616,9.304413256098313,8.715366724719233
2026-01-01 00:00:30+00:00,90001.83876861424,90035.77936529442,89979.19192417465,90013.05018032197,33.91598346862436,,9988.82128732282,90004.04887530394,90022.05148534,25.268957851578673,26.60748054471231,20.337677109019687,13.578306359604674
2026-01-01 00:01:00+00:00,90013.05018032197,90037.33988211538,89987.4846574335,90006.21410633692,46.473708595373814,,9990.689786389672,89997.21348492628,90015.21472774756,31.124327479354275,12.934846659436154,20.413176849794848,26.060531745578967
2026-01-01 00:01:30+00:00,90006.21410633692,90020.28013866734,89962.11014232838,89979.96247979651,28.503269042595637,,9994.775439184163,89970.96448354852,89988.96047604449,12.722303039185475,16.058173285454732,7.599948765552558,20.90332027704308
2026-01-01 00:02:00+00:00,89979.96247979651,90009.23208412986,89962.94049630601,89967.44400887696,27.70466614258994,,9988.072441619317,89958.44726447607,89976.44075327786,10.000518962317104,20.97196945948972,10.768587083344304,16.936079059245635
2026-01-01 00:02:30+00:00,89967.44400887696,89985.69888922565,89918.21173343236,89938.02260247209,34.38175395652064,,9978.729745899322,89929.02880021185,89947.01640473233,28.186843271146465,4.474296171455788,8.194511639163139,26.1872423173575
2026-01-01 00:03:00+00:00,89938.02260247209,89960.17693843256,89916.89276392851,89941.71465754496,23.894227230231166,,9981.008536658177,89932.7204860792,89950.70882901072,11.70618186335934,17.31668509402722,12.731805024733498,11.162422205497668
2026-01-01 00:03:30+00:00,89941.71465754496,90000.86657933012,89914.70412610145,89985.71369040036,32.76030133853547,,9982.690719735328,89976.71511903132,89994.7122617694,37.80534358913205,25.875656310520274,29.19795497548673,3.5623463630487393
2026-01-01 00:04:00+00:00,89985.71369040036,90001.10113960902,89945.0931812712,89972.01240366451,25.477838523672904,,9986.39769515612,89963.01520242415,89981.00960490487,40.72731287125038,24.597359996696095,9.635264382229222,15.842574141443682
2026-01-01 00:04:30+00:00,89972.01240366451,89986.20060670837,89927.89455735676,89954.27471122291,15.242456512183093,,9986.231746783551,89945.27928375179,89963.27013869403,15.084955085053984,15.820928216596961,5.216990290612627,10.025466221570465
2026-01-01 00:05:00+00:00,89954.27471122291,89998.25475171322,89948.18186263199,89971.49763050461,13.165065716031298,,9979.880233860447,89962.50048074157,89980.49478026766,63.707828117620146,18.250956827851173,8.598838688197967,4.566227027833332
2026-01-01 00:05:30+00:00,89971.49763050461,90000.91846450724,89943.32882212441,89984.53638567353,32.082424203039,,9985.773556163356,89975.53793203496,89993.53483931211,17.657794293965026,28.354944769830425,19.760474997504588,12.321949205534409
2026-01-01 00:06:00+00:00,89984.53638567353,90000.40172895424,89965.90448119663,89989.65620035934,25.474636305564992,,9989.889646327021,89980.65723473931,89998.65516597938,19.255831662964276,18.68906157412912,13.896821436972342,11.57781486859265
2026-01-01 00:06:30+00:00,89989.65620035934,90005.90697676544,89934.19790897307,89962.15382213137,15.334307991385604,,9990.96307590128,89953.15760674916,89971.15003751358,19.088759804889552,9.386781646120816,3.9174395229195427,11.416868468466062
2026-01-01 00:07:00+00:00,89962.15382213137,89992.51009067304,89933.13706716849,89963.03202456103,20.264630220937967,,10002.118269621038,89954.03572135858,89972.02832776349,25.10944165462301,24.99289834678303,10.290571531662096,9.974058689275871
2026-01-01 00:07:30+00:00,89963.03202456103,90008.47605424399,89956.34452575944,89986.7274594759,36.03063233609768,,10003.535341011328,89977.72878672995,89995.72613222184,30.492250069790323,8.475093812565571,25.60642613868583,10.424206197411852
2026-01-01 00:08:00+00:00,89986.7274594759,89994.06215656668,89930.6365691063,89946.19980921915,10.09816675421194,,10011.353112561228,89937.20518923823,89955.19442920007,23.94216034391328,12.98075259042957,1.4099053026351258,8.688261451576814
2026-01-01 00:08:30+00:00,89946.19980921915,89962.0072014665,89915.45419946568,89933.59333719486,13.97514787167636,,10010.891772826522,89924.59997786114,89942.58669652858,14.219932527873553,56.949886741765376,5.420506881679908,8.55464098999645
2026-01-01 00:09:00+00:00,89933.59333719486,89950.67993084241,89854.83616026516,89875.56640972305,26.51586772120534,,9996.509233423458,89866.57885308207,89884.55396636402,17.143938596725214,23.28408000787825,1.325793386060267,25.190074335145074
2026-01-01 00:09:30+00:00,89875.56640972305,89880.43518213677,89807.02785675168,89836.80800347347,27.884086970750527,,9990.904467548888,89827.82432267313,89845.79168427382,9.310237161633202,30.36097237904606,4.320065780203059,23.564021190547468
2026-01-01 00:10:00+00:00,89836.80800347347,89867.21142709126,89775.27984044327,89780.71280124846,12.547749323349572,,9977.320971730003,89771.73472996833,89789.69087252859,12.109605403136195,26.658175170697906,0.6273874661674786,11.920361857182094
2026-01-01 00:10:30+00:00,89780.71280124846,89809.87824788265,89754.4091749034,89775.12126236972,13.462411664104403,,9976.365213910578,89766.14375024349,89784.09877449596,21.91346329612641,29.65548793184496,6.060434214847832,7.401977449256571
2026-01-01 00:11:00+00:00,89775.12126236972,89782.34455933992,89719.3773780908,89737.10001183573,21.426677099887744,,9982.497903227555,89728.12630183455,89746.07372183692,20.142589202376556,21.16613079122867,3.4521587637428106,17.974518336144932
2026-01-01 00:11:30+00:00,89737.10001183573,89766.77141839228,89728.99878117938,89747.41521356632,35.19279587193854,,9974.14502186855,89738.44047204497,89756.38995508767,15.171085224156922,29.79872789583914,20.83251700797673,14.360278863961813
2026-01-01 00:12:00+00:00,89747.41521356632,89767.036811739,89724.49373721902,89754.1342150691,20.149542687927802,,9978.003781887463,89745.1588016476,89763.10962849061,22.509050899980032,21.062127569644208,11.281533586138636,8.868009101789166
2026-01-01 00:12:30+00:00,89754.1342150691,89764.32542889916,89725.96610301934,89750.05715157346,7.916172676616669,,9976.833103488243,89741.08214585831,89759.03215728862,13.872029372768559,12.984485429749522,3.6704073629719405,4.245765313644728
2026-01-01 00:13:00+00:00,89750.05715157346,89761.92839361622,89665.25916236277,89672.82763485564,30.277819642999127,,9981.621546139304,89663.86035209216,89681.79491761912,19.727785840235114,23.970682643110027,1.5138909821499564,28.76392866084917
2026-01-01 00:13:30+00:00,89672.82763485564,89678.75163547863,89650.4261101346,89657.71522466683,19.881421539485284,,9983.735634769997,89648.74945314437,89666.68099618929,20.682567043846458,21.422263715272233,7.26001896243156,12.621402577053725
2026-01-01 00:14:00+00:00,89657.71522466683,89680.98044562622,89640.10927740543,89657.98640999863,16.689935651472226,,9978.956112475626,89649.02061135763,89666.95220863963,32.91787129624463,31.683743062018507,8.38535305198142,8.304582599490805
2026-01-01 00:14:30+00:00,89657.98640999863,89677.68132517528,89627.77051425731,89663.33539871513,12.60048159840672,,9982.096153346176,89654.36906517527,89672.301732255,33.418221677356975,35.95513120675625,6.9016178868371325,5.6988637115695875
2026-01-01 00:15:00+00:00,89663.33539871513,89686.64171393398,89590.29774275694,89617.12160242886,32.3506530181955,,9982.14741845218,89608.15989026861,89626.08331458911,12.177058678020133,40.90788973942837,2.8326874156220168,29.517965602573483
2026-01-01 00:15:30+00:00,89617.12160242886,89643.52250264121,89581.58933435417,89603.92971019601,22.320080361296707,,9986.898971972762,89594.969317225,89612.89010316702,16.545895518595987,12.866153643108616,8.531383842523073,13.788696518773634
2026-01-01 00:16:00+00:00,89603.92971019601,89623.80390231937,89559.91008473093,89575.03874330274,23.577181538604087,,9996.89931696061,89566.0812394284,89583.99624717707,8.370116500932152,23.535185178305976,5.706023530067618,17.87115800853647
2026-01-01 00:16:30+00:00,89575.03874330274,89588.75122650582,89521.44374504045,89551.47527443527,23.0735956708868,,9996.15452669195,89542.52012690782,89560.43042196272,54.203332786593045,48.07707872059023,6.68039600688008,16.39319966400672
2026-01-01 00:17:00+00:00,89551.47527443527,89594.7671322223,89534.25748530237,89586.52492410618,23.87926853563883,,10004.637797025887,89577.56627161377,89595.48357659859,6.97076768193074,15.383806662188155,19.41507783712884,4.464190698509988
2026-01-01 00:17:30+00:00,89586.52492410618,89608.51237432541,89554.79823128878,89562.99926523419,28.03525286314529,,10004.401723245628,89554.04296530767,89571.95556516071,19.324169702158297,14.295513986793832,8.127147608150427,19.90810525499486
2026-01-01 00:18:00+00:00,89562.99926523419,89586.3782140532,89542.44596523531,89563.77106904231,39.82844169779953,,10007.719661570856,89554.8146919354,89572.72744614922,9.233342990910522,15.932206408990929,20.18879504385056,19.639646653948972
2026-01-01 00:18:30+00:00,89563.77106904231,89618.7676112513,89556.7923751714,89593.29046012061,13.103798803124116,,10008.925506258667,89584.33113107459,89602.24978916663,20.501939749156847,14.986125657760507,10.006442910411048,3.097355892713068
2026-01-01 00:19:00+00:00,89593.29046012061,89601.47101204889,89549.05333543109,89576.7835076841,19.45870638175332,,10005.810459352178,89567.82582933333,89585.74118603487,22.26402904705292,13.477782793879872,6.860981842780209,12.597724538973111
2026-01-01 00:19:30+00:00,89576.7835076841,89582.50270398353,89557.08039915084,89575.07299421167,16.725448693341452,,10006.724004516027,89566.11548691225,89584.0305015111,27.07315393865287,44.964311824244575,8.107217262283688,8.618231431057763
2026-01-01 00:20:00+00:00,89575.07299421167,89608.43241670253,89550.77807359277,89580.32784159434,39.33125646325284,,10004.740593972843,89571.36980881018,89589.28587437849,14.69016100306003,15.486044345406917,21.51144252851734,17.819813934735503
2026-01-01 00:20:30+00:00,89580.32784159434,89604.8958756404,89552.98207344585,89584.11928567126,17.868641038773585,,10007.850698029242,89575.16087374269,89593.07769759983,28.38288461905586,21.280284112982553,9.539332992121514,8.329308046652072
2026-01-01 00:21:00+00:00,89584.11928567126,89591.12967492794,89521.84054081501,89547.50750990622,10.520603205498286,,10002.80391211358,89538.55275915524,89556.46226065721,14.142612797111932,12.007888318473888,1.8198999028263012,8.700703302671986
2026-01-01 00:21:30+00:00,89547.50750990622,89575.21056467088,89521.77063009271,89551.68491623977,19.835018077143488,,9998.226995169929,89542.72974774815,89560.64008473139,12.478979673606949,57.86092722323754,10.65773732466527,9.177280752478218
2026-01-01 00:22:00+00:00,89551.68491623977,89602.0693062795,89526.10140919924,89596.0766734672,14.95366827174447,,10002.870586714778,89587.11706579986,89605.03628113455,13.397818387225525,12.075873078903847,13.40552334102806,1.5481449307164112
2026-01-01 00:22:30+00:00,89596.0766734672,89617.54675477478,89534.52595224157,89549.36444366587,14.909798154110169,,10005.84109252766,89540.4095072215,89558.31938011023,13.585675788189999,10.42682653260235,1.2345236850124508,13.675274469097717
